tweets
i need to make some good mistakes before it is too late
life is mostly good words are okay it's only dreamingthat gets me in trouble
red heart you're such a good man x
it is all good x
people talk as if humans were ever inherently good
the good days are accidents the bad days are my fault
a reminder today that we can all be gruntled ruthful mayed ept couth kempt feckful and full of gormeach is a lost
all that i am missing is a throat full of song
it is cloudy and i want more much more to break open not just the sky but me and then more and more till i am everywhere a
just hold me close and never let me go
look at you just gorgeous x
i just keep getting more boring
let us just add up the gain and loss and see who wins
if you have not touched a tree today then i just feel sorry for you
do not you just love reading a book that makes you want to stand up and applaud
i do not have a song any longer just a scenario maybe it is like my mother has stepped outdoors just before dawn
i have just read a poem about a mother burying her son and it has utterly broken melollease hold your children tight
thank you for your thoughts and prayers but please just allow me my fucking melancholy
just give me a library and a village the size of a thimble
i want to be an individual just not on my own
every day is just a shoal of bright fish with me thick fast in their current
maybe some hearts were just born to perish
all of this is just the slow decay of my second skin
maybe every heartbeat is just a pause for breath
i just cannot explain my tears anymore
have you ever felt that you really just need a friend
i just do not want to be here any more
maybe i am at the bar drinking overpriced whiskey awaiting my chrysalis to just waken the fuck up
give me some truth and just call it a lie
i do not know about that i'm just admitting that i was wrong
i meant it i read replies sometimes and do not really read them just skim
maybe we are just little hurricanes blowing gently into the dust
i do not know where i come from sometimes i just happen
a google memory just broke me into splinters fuck you google
well yes just wish i did not feel so scared all of the time disappointed face
i am just as lost as you
all hands on deck but it is just me drowning
days like this i just want to sit alone quietly by myself like a rose or a bird
just shedding leaves rn
pablo and braque squirrelling away just the two of them while all of the rest wait to copy them
there is a storm forecast tonight so i am sitting on my back doorstep with a cup of tea in my hand asking the sky to just bring it on
i just want to enjoy my time of rest before it becomes my place of rest
i live inside a storm a cloud the sun a whisper a sneer a cough a sigh a smile a rumour or maybe just a cry for help
maybe i am at the stage of my life where i just want someone to keep their promises
i cannot seem to accept happiness i'll just take what is offered to me and hope that i can hold it for as long as laughter allows
i just want to get in the car and drive til i run out of road
i just give up
i do too it is just a pity all the same x
evenings on the balcony with herspin me around a twirl or two let me fall into the sanctuary of your safe open arm
love you darling you are always safe with me x
mine are alright but the right product does help
we all need someone who sees right through our bullshit and if we are lucky they are not agents of the state
the night is here right on the other side of this wall
well hello x
but always meaning well
if your hands are not wandering over me when we are together we have a serious problem
i love you mummy i like taking pictures of you ”  yes pet but are you really sure about this one
love you too x
can i love you without my heart
a love divulge is barely a love at all
my kids love me that's my lot
imagine finding the love of your life and discovering that they do not appreciate poetry
awww pam all of the love winging its way to you x
oh please do i would love to see you you're feeling better
caterpillars in love smiling face with hearts
you do not scare me you're not love terrible fatal and cruel
love meets truth and sometimes they do not get along
i love you x
but do you know that i would rather die in your arms than live in anybody else's
i hope you know that you have the kindest eyes in the universe
i did not know many happy returns sweetheart xx
i know i am a blank harvest x
my darling i know pensive facex
nothing i know matters any more the white at the back of my mind is acting suspiciously and my muzzle is coated with blood
i do not know about that i have been crying for hours and the ache remains
we all know someday does not existso stop waiting for it to happen because there is only now
according to instagram we have quite a few mutualsmaybe we know each other irl smiling face with hearts
i know i am sorry my friend
wish i was a poet a poet would know what to say
