tweets
i was not able to hold back drooling face this is so good
good luckkk
Put the correct answer at night man gesturing ok Everyone dove a good day
Rainy day Rei opens sns! firefirefirefirefire Did you have a good thing today? ??
hi good morning i got up late neutral
if any experienced lolita's know a good pirate themes print jsk or even op can u recc some in xl would be nice
someone rec some good classic vkei songs im out of the loop lately phew
probably when i hit a tree riding my first bike without training wheels i still have a scar on my stomach ah good
sub to him if u know what is good for u uwu
he escaped the basement and i need him back for something important trust me it is not a good idea to
does anyone still want me to try this can i promise it will be good no but i can sure try
i'm not good enough ” implies this is as good as you will ever be-does not acknowledge your hard work-ends your jou
ufff skd bekfbkwjd i'm just i want to tattoo this to my forehead its so good
sorry i'm not really sure what all of this means exactly but i will take it as meaning a good thing lmao
not just cry more like have a full breakdown and wonder what life was like before knowing he blessed this earth pleading face pleading face
plz why is he like this avsjjsjs uru just started and already aoi pullin out the namesrolling on the floor laughing
i just hope he is more active on here instead of being gone for years between blog posts skull
ok the heresy postcard came but i deleted it just in case qdgdjxjsjjd
ngl i was thinking of making another acc just for my beadwork and native topics everything tends to get lost in this one with my stuff
please can they just stream the th anni for oversea fans seriously make it happen i would throw my money at you
sorry i haven't liked any stories lately i just feel like i lost some of my spark it feels like i need to find
hello im not dead just weak uwu
ksjskks rolling on the floor laughing just trash the whole human
i just wanna go to concerts again pouting face pouting face
im seeing it just now skdjksjd im living honestly
just chilling and smoking then boom death by hot guy with the nice thighs
aoi uru reita who tf is this guy ruki dont worry bout him just drink ok hahaha ● ♡ ●
he is just keeping his hands warm uwu
lmao sorry i just really feel that pleading face
like just ahsoft
￣ ￣ ￣ just take my heart my beloved leader （ ＾ ＾ ） ～ ♡ ＿＿＿  • ㅅ
just hold her hand already
whoops just realized i rt'd smth to the wrong account w h o o p s
i am just worried how it will turn out since i will be attempting to bead it lol
aoi i am not a child i just have more energy kai so that was a fucking lie
yo what i am only just seeing this s sksjksjs this is straight up cyber bullying sad reported hopefu
i just i love uruha so much loudly crying face
i dont think thats right
oo the right one ooh i want
uruha had really started sns firefire firefire something great happened today right
i really need to pay off the wifi tomorrow that can be counted as an essential thing right oh and toilet paper of course
so envious of high schoolers right now your workdays end at or pm and mine doesnt end til or skullits that working adult life i guess
oof what should i be doing right now writing editing my chapters nah ofc notwhat am i actually doing watching
haven't been sleeping right so i have been having pain in my spine
you are right
someday i will see gazette live unu if i speak it it will come true someday right
hi guys sorry for not updating eternity in a while real life is more than a little difficult right nowso to ma
lmao someone is tryna message me callin me cutelisten budeven i do not think im only cuteim hot get it right u scrub
it is  unforgettable  rolling on the floor laughing backhand index pointing right  unforgettable ” backhand index pointing left
reita hey ruki whats your most important belonging right now ruki
i have no idea what any of that means grinning squinting face i do not play moba games skd ksjs let alone league of legends backhand index pointing right backhand index pointing left
i made this for my urban island but it works equally well as a rural overgrown path with snow or grass acnhdesign thep
ok so my mailing service isn't working out as well as it has been c something i sent is already weeks late skd dkdh
ah well i had to cause it looks really bad haha and i wanted the beads i used lol
the gazette a group of musicians well over years of age with nearly years experience no one me c u t i e s
