tweets
good morning i have not moved on from this
not ava practically begging deborah and saying they are good together this is every angst fanfic ever
the novel is so insanely good i have read abs re-read it at least times
hannah is just a jean stan
if today you just existed that is okay
in deborah vance's voice jesus christ i was just wondering why you were dressed like rachel maddow's mechanic ” http
he just remembered the oppression women face in the workplace
i fear my rotten brain just connected dots it should not have
i told you you are just like me ” hopelessly and blindly in love at such a young age that you are terrified it might ruin her life
just kiss already
just dropped my phone down the toilet how is your thursday going
she is just soo
shes just so
stay safe today besties
not this attack ur right
us right now
only hot girls wake up at am and cannot go back to sleep because they feel so nauseous and dizzy they might pass out right  right
you know what ur so right
what if your mom had aborted you ” well first off you clearly misunderstand my relationship with my own existence lolll
i am understudying for this girl and it does not sound like she is going to turn up for the performance so i am going
i love you 🥹 🥹 🥹
i love that 🥹 🥹
the hacks creators openly saying deborah's lawsuit was an act of love it is canon baby
this is actually a love story
they are so in love fuck off
four years of loving you here's to an eternity more i love you so deeply and with my whole being
i love one model
sally wainwright and her handful of actors i love her
i am in love with her
so when is adele dropping ‘ another love
you know for you i would bleed myself dry
okay u know what this picture slaps actually
oh holy fuck
oh fuck
happy father's day
happy pride month
now someone write a happy ending fanfic for hacks s i beg
happy pride month rainbow flag
happy pride or whatever
happy pride month to every lesbian
i hope i will miss mason
cannot believe i started watching hacks because of one kissing gif that was not even real and now my life is ruined and my heart is broken
naur my heart is broken
hacks broke my heart no one speak to me every again
why'd i let the internet bully me into a middle part
god she is so beautiful that smile
cheersbeaming face with smiling eyes
kissing face with smiling eyes kissing face with smiling eyes
it is like every angst fanfic ever come to life without the last kiss
it is true i watched them kiss
i really hate this need to justify abortion because of r pe and incest they are obviously hugely valid and understandable
hate crime
i hate to be a broken record but rent is killing art
why are straight people always like  lol yeah we actually hate each other so much ”
wearing chanel perfume dressed like this feels like a hate crime against chanel
unpopular opinion deborah is a mad pillow princess
naur sick of losing soulmates is so them i'm not okay
i need to watch hacks asap or i fear i may throw up
about to throw up
i am going to throw up
who comes to cry with me this cannot be the end hacksonhbomax avorah
i am gonna cry
me when deborah left ava crying alone in the rooftop
thanks you're a real one loudly crying face loudly crying face
sending you my therapy bill for this bff loudly crying face loudly crying face
i am about to start crying one room away from beki's entire family over this
naur it's okay i am spoiling it for myself to soften the blow loudly crying face loudly crying face
bestie i have not even seen it yet only that scene loudly crying face loudly crying face
stop loudly crying face i adore you
i am crying snot and tears
this is lit my fave fic of all time loudly crying face
gonna piss my pants watching this episode later but first i have to real life loudly crying face
the tears in her eyes i will be backflipping off the roof
do not forget mei will not remember anything else
in hours i will be breathing the same air as nicola walker i am going to die
i will combust rn
i will eat her
i will be enjoying every lesbian second of this
i will literally sob look at her
not the barry and clara
can not translate
you are not wrong woman kneeling light skin tone woman kneeling light skin tone
no pressure but if hbo does not green light season of hacks very soon i am going to kms
did not mean to moan like that my bad
not dodie
i think they are marty deborah perfect for each other ” idk man you not convincing me w that face
not ava getting dumped in her shoes
bro do not i think about this daily
isolation should be working days and not include the weekends bc i need extra days inside actually
i am no better than a man
no fully about to be homophobic and straight because i cannot take another heartbreak like this
how about u mind your business co-star
thank u sm angel
thats u
this is so cool thank u sm
so we had to sacrifice a baby for fleetwood mac ”
i am in so much pain pls
i am so tempted to drop £ to see mitski by myself
so true depression idk her
this is so soft im bawling
apparently sarah lancashire cracked two eggs at the same time one in each hand why is that so sexy i dont eve
wanna cut my hair so bad
kate winslet so beautiful
those once only adjust so much until they go a bit mis-shaped i would still need a small size — thank you though x
sarah paulson with james costos at the vanity fair oscar partyjames costos  find someone who looks at you like this
video amanda peet at the vanity fair oscars party
oh for sure only the best 🥹
idk but im losing it
omfg about to read this rn i am dying — ty
cba with this  rate limit exceeded ” every seconds in my mentions i am about to beef twt
oh i am about to sin
some people on this hell site really give chronically online and irrelevant irl vibes
that is a big word for elmo
imagine a reprised version of this when deborah sees ava again
i forgot to get a coffee cup sleeve and i am burning off my fingerprints as we speak
sarah lancashire's got a lot on her plate as the iconic julia child
—  skinny ” tw mentions of weight gain in a negative context mindset
i had a dream that i had a pet frog now i want one
you are the husband of a wife who has a mind and a life of her own ”
feeling sue is side all rn
hannah einbinder ‘ hacks  changed my life totally completely ” interview
the one where she is doing the tongue thing
g i cannot do this today
at am i am screeching
i would die for her
i am going to chew glass
oh how i see myself with you
mentally i am here
i need to read asap oh my goddd
i am unstable
i recognized my skin againfelt your arms time go by and faith came back to meand i recognizedyour light
it is true i am with her
i am really pussy girl-boss queening it rn
naurrr i cannot cope
i want to be wherever you are ” i am gonna need to be sedated because i am hyperventilating
i am gonna shit
i am new here is this flirting
i have reached peak dyke
of course sarah moved when i was asleep
ms sarah paulson i am obsessed with you
keeley i see what you have done for us place of worship
i need my hair short again asap
i knew that i am the main character
sarah paulson should be star in more movies
nicola walker in two days im gonna piss
make hannah's wishes come true again please
last tango in halifax live
cannot wait to see her acting her nicussy off irl
we see nicola walker in the flesh tomorrow
always for you
this part of my period really makes me thankful for period underwear
diane sherman at the end of run
shut up shes stunning
shut up
bro your mind
it is the queer hand for me
look at her
cause of death jean smart and her left leg
your favorite gay uncle and lesbian auntie
fully dead
it is killing me it really is woman kneeling light skin tone 🥹
calm down mary poppins
yeah
niccy walks looking fine af
ok we have concluded she married gillian
